review,label
1、商品质量比较好; 2、送货速度也可以; 3、只是稍微有点小。,1
看了第一本《受活》，内容非常的拖沓，受活人是残疾人不是智商有问题的，故事情节非常的拖拉，很多东西反复记述，很难理解作者的描述方式。看书既是为陶冶性情，也是一种消遣，但实在难以体会作者的良苦用心。,1
外观不错，拉链不好，拉起来我都怕一下就坏了，还有轮子，拉杆也很松，不过200多的东西也就这样，比淘宝好一点,1
挺好的，就是买的时候没注意看是宽口的，接不上美德乐的吸奶器，另外奶嘴对我家宝宝来说太急了,2
本来7月1日买的书，到8月份都没送到，暑假都过完了，我也无语了，从来没有遇到过如此让人无语的快递，绝对的差评,0
总结的有点拖沓，不是那么简洁明了，不建议购买,0
确实好看，但是不够长，总体不错，打折的价格好。,2
书的内容尚可，但印刷不好，字不清晰，价格太高,1
烧了两次了，外面油漆居然没变色！赞一个！,2
虽然有一些压痕，还有一点地方磨损了，但是网购嘛，也无法奢望太多。书的纸质不错，插图也比想象中丰富，支持周克希的版本。,2
产品买到了，穿着正合适，价格也合适，以后还会购买。,2
精装版的质量标准也太低了吧，书的纸质差劲，很多毛边，触感粗糙，劣质的纸张看着也不舒服…,1
冲着颜色去买的，但实际颜色却不如照片上的靓。,1
个人认为还是巧克力的味道比较好。当时觉得巧克力的太甜了，换咖啡的，可能会好一点。现在觉得咖啡的比巧克力的还要甜...,1
不推荐购买，信息点很散，都是点到即止，缺少深入的解读和分析。书中提到的案例也偏旧了。对于想了解互联网生态的建议直接带着问题找百度,1
该商品的送货速度 还是比较快的 商品的质量也是不错的,1
这本书挺好的 非常实用 个人觉得一点没有PS基础的可能不太适合 物流太不给力了 把东西放在代收点 给打电话说车坏了 不能送让自己去取 去取了才知道就是代收点 不想送就骗人 这物流也真是没谁了 亚马逊的快递不都是亚马逊自己的么？这次为什么是中通呢？,2
等了1周还没收到，问热情周到的亚马逊客服后，帮我联系商家，谁知就是物流把货物丢了，头疼！是谁的问题没维护好客户的利益？,1
写得很罗嗦啊。看过很多大师写投资的东西都写得很干净利索。,1
书上面粘着不明物质，但急着用，也不想退换了。很不舒服的一次购物。,1
看了评论，169cm、63Kg，买了条30x30，长度可以，但腰太小，无法穿,1
感觉像是国内人在日本造的假货，包装外壳粗糙且头发洗不干净，即使用很多,1
带着比较紧，制作的完成度较低，还需努力。燃眉之急买的，自己的选择问题。,1
物流算快，但收到的书被严重折过，质量不好，差评。,1
服了，这确定能灭蟑螂嘛？看见蟑螂在旁边 走过,0
纸巾好用，但贴纸开口没有塑料的开口封闭性那么好,2
发货速度快 但是这书不太推荐 感觉看那些细节没什么用 被蒙了,2
地址留得西藏拉萨，辗转16天竟然被江苏中通快递接收，还显示收货，联系快递公司，让我退货，我也是醉了,0
绘画作者前后年代跨度大，风格迥异。全书洋溢着那个年代崇尚英雄的精神。快递野蛮装卸，把包装盒摔烂。亚马逊也有责任，只用一个塑料袋一套就完事，太草率，严重不满意！,1
书很不错，就是现在亚马逊找了家快捷快递实在不敢恭维，两箱子书不给送到楼下，要去楼东面取正好要走六个楼门，一个人跟本拿不回去！赶快换个合作快递吧，都不想买书了！,1
借过大陆的两个版本看过决定买台版的，台版比我想象中要小而且很薄。但是翻译的确比大陆的好多了~是从后面看到前，非常有感觉！这本是的翻译者也在大陆其中一本翻译过。感觉从语法和文学底蕴的角度来看，还是值得的。但价格真心贵了，买的时候说是70多降到40多，但我去查台币和人民币发现就值35块左右。不过对我来说爱不惜手哦。,2
噪音有点大，尤其是到了晚上，噪音有点令人难以接受，不知能否改善？,1
马逊的物流管理是最差的，压根就没法与卖家联系，我买的书从6月29日下单，至今书不知在何处，问询没有人答复，店大欺客。还是回到那凉快去！,0
"这么大件家具，配送不是亚马逊的配送（明明写的是由亚马逊直接销售和发货），我也就忍了。但是从车上卸到楼门口我也忍了，咱不是个矫情的人，跟着物流的一起抬，我也认了。最离谱的是，最后物流说这货不送货上楼，只送到楼门口。我了个去，那一大箱子东西，都是钢管啊，59公斤，还那么长那么大。好拿也就罢了，这一个人根本就不可能拿上去。最后本人分了7,8回才拿上去。对亚马逊很失望，最不愉悦的一次购物经历。",0
和照片上有差异感觉，我以为是很硬的塑料，原来是软塑料，没有图片好看，而且没有钥匙，我靠，如果密码忘记了，开不了，没有钥匙~~~~~~感觉像假的。两星是给快递的。,1
内衬地下有很多多出来线，剪掉后就开了，还要我自己缝，所以内衬做工不好,1
五只小猴子的故事，经典，孩子喜欢。同时也启蒙了英语，挺好的,2
送货速度非常快，服务非常好，书的质量也没有问题，下次还来,2
还行，虽然图片占据空间太多，但是相对于全文本的图书来说应该能起到积极作用,1
很山寨，不是正牌，说是法国，但是在发夹上没品牌标记，标记是意大利，明显假货！,0
质量不错，喜欢汝窑带龟裂的罐子，其他几个鸡翅木的茶具还好，圆形的不知道干什么用的，貌似有些开裂，有残胶，懒得换了,2
除了有很多开胶的地方，还没发现别的，还没穿，别的不知道。,0
个人认为一本书且不论封面和内容，其书页质量一定不能太差，这是直接影响阅读体验的。然而这本书的纸张实在太差了。完全没有看的心情。,0
看完只觉得是游记。从此知道了秦岭是多么大，华山是多么险，为此勾起了我去华山旅游的欲望，去了之后就失望了。,1
是本好书，阅读有收获。小小的建议，再版时修正错字。,2
不是说内容不好，而是老板印刷，质量太次，繁体，竖版，印刷。这样的内容居然还有。,0
很不错，聚划算买的，价位还可以，平时感觉有些不值了,2
抱着手机看了一个星期，终于读完了，那些看透了生活的老吃货、老玩家，果然名不虚传。,2
此书购买后无暇阅读，及至今日开卷方才发现竟是严重删减版，而且删得凌乱不堪，严重影响阅读，说明又未提及，完全误人子弟，诸君慎购！！！,0
没的说，非常好，质量上乘，保温效果不错，而且空杯重量比较轻，但质量依旧很好！,2
本来是好东西，可是一看生产日期是去年10月份生产的，保质期到12月，就剩5个月明显的压箱底。还好没买多。今天其他地方18年生产的两包才68块，有点失落了。最多给两颗星吧只，至少还能吃的，只是要快点解决它。,1
不好用 用几天 手机上就提示 这线不是认证的 就再也充不进去电了,0
国内旗舰店也买了一个，但是明显就是不一样，比国内次点，四个锁扣薄，没国内旗舰店厚实，背带里面拉链设计也不一样，郁闷，感觉有点假，1000来块也不是很便宜,1
冲着复刻勋章买的，书本身也很好看，每本都买了。,2
符合我对于这个牌子的期待，效果没有辜负我的期望，外观也不错，值得推荐，物流也很快。,2
我双十一拍的，网上付款了，十九号晚上才送到，送到门卫快递员就走了，等我取回家一打开，里面没气泡膜，奶粉完全变形了，铝箔也有点开了，打电话给客服，客服叫我发什么邮件到哪，弄了半天也发不上去，儿子三岁半了，三天没吃奶粉了，着急吃就全开开了，也不打算换了。,0
价格变化大，69买的，现在99，涨价近50%,1
物流运送的非常快，然后包装很好，这本书是我日语老师叫我们买的，还没开始上课，但是翻看了这本书觉得还不错,2
电子书 为什么ipad一打开这个版本就死机,1
朋友说这是假货无疑，Lock不会出这种产品,1
书有些邹，封面还有点脏，感觉像被用过，好在只是买来做题，就不计较了,1
帮朋友买的，还不错，物流也挺快的！就是同样的东西为毛比京东的贵二十个大洋？？？？,2
也许原书还行，但是翻译成现在这个样子我读后感觉不知所云。我是培训师，也讲商业模式的课。 书名：Business Model Generation应该是商业模式的创造，generation的意思在此处不是一代人的代，而是产生！！！ 其实是双关语。作为书名，还是不要翻译成新生代为好。 内容。。。零乱，缺乏贯穿全书的逻辑。因为是各学科理论和概念的拼凑，像一盘沙拉，缺少整合！有些案例用得牵强，例如乐高的定制和用户参与模式跟长尾没啥关系，却被用来说明长尾模式，无语。,0
好像是5月25日下的订单，今天才收到货，快20天了，这应该在电商界是很罕见的事吧。亚马逊在国内如何与京东竞争？京东上午11点前下单，下午就能收到货，而亚马逊却要20天才能收货。难道我买的商品先去国外转了一圈，又送回国内？同时下的订单，到现在还有一本书未收到。真的很是不满，所以写这么多。,2
无法邮寄出货物，因为带电池的物品邮政或别的快递公司不接单。,0
不喜欢这书的写法，只是一味地写得仿佛很血腥，为了恶心而恶心。对于每一个案子都没有交代清楚，为了变态而变态。真心难看。,1
款型不错，只是穿的时间长脚底疼，38码有点偏小。,1
才买完就降价20块？要不要这么恶心？？？,0
书是经典。目前在看《时间简史》，这本书很早之前就看过，现在是重温。至少《时间简史》翻译水平很一般，偏直译，翻译者不知道按原著表述内容或上下文关系进行修饰润色，让文字清晰、准确且通顺的表达原著意图，以至于文字粗糙，拗口，不通顺。这种书的内容本身偏深，再加上文字晦涩、词不达意的话，读起来就不是那么顺畅和愉快了。 如果不是翻译者本身根本不能理解原著，就是翻译者的文字功底实在太差。,1
这真的是正版吗？真的是人民文学出版社的书吗？,0
先是在二手东上面看到的，要280+，话说是因为买了奶茶消费更高，所以要涨价？然后发现亚马逊价格更亲民，就来这里买了，体温计不错，测试结果比较平稳，温度差值在0.2以内，如果能充电就更好了。,2
樱花的：膏状的感觉，特别的干，摸上很白but推不开难吸收，抹了过一会儿会干，不适合我，弃之 青柠的：很润，味道比较淡，用了之后手指甲附近硬皮有变软迹象，还不错，稍稍有点油画滑，保湿待查 玫瑰：美白一点点，也比较保湿，比起前两种要好，味道比较普通，清爽的保湿的感觉 薰衣草：气味略强，但感觉滋润保湿不错嗯，but我不喜欢薰衣草，不过还是会用 总体来说这个价钱有两只半能用的还那么大条不错了，整体加上盖子有十三多厘米，粗细有点像牙膏，持久可能会略差,2
道理不错，是我们经常会忽视的问题！ 对话太啰嗦了！,1
本来到Amazon就是想买好书，没想到书的封面破损了，希望改进。,1
很好。以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，直接发出就可以了，推荐给大家！！,2
看书名以为是美国本土孩子写的，但基本全是华裔孩子的文章，其实本来想了解美国孩子的写作风格~,0
书有破损 脏 包装很差 亚马逊快递太差,1
送货超快 外包装好好的，但是里的包装是拆过的，不知道是不是正品。质量还没用不知道,2
中亚也是有used的吗？ 外包装都是晚安的，拆开清洗的时候发现里面的伤痕累累，都是划痕，不知道怎么造成的。和一起买的海马比，电池也是没有的，不知道怎么回事,1
少了一个还给我发过来几个意思啊，还延误一天,0
书的内容我之前在网上看过了，完全是为了支持作者。但是，再看一遍还是一样的棒啊啊啊！实体书捧在手的感觉对我来说永远比电子书好！这位作者的文笔很棒！故事也很棒！我喜欢特洛斯！印刷也很棒！想买的尽管买！不管是内容或印刷都不会让你后悔的！而且又不贵！(●'◡'●),2
垃圾，书都破了，先不说题的质量，就冲这运送就很不满意,1
1月24日下单买了3000元的充值卡，2月4日才收到，无语了，期间服务又差。谁用谁知道,0
我不知道其他买家是怎么打开的，我找了半天也没有看到开口，最后从中间剪开，从里面看也确实没有开口，哪个二货设计的包装，不说装完了没有框也就算了，那么便宜不要求什么，但至少留个盒子放小片吧。从来没见过破坏盒子打开的东西，真不知道是我没找对方向还是就这么设计，傻掉了。,1
送的不是太慢，键盘不错，只是希望按键如果可以在大一号就好了，按键上的字母印记不是太清。但以性价比而言，是一款优秀的键盘。,1
书的内容不错，但是实在是太脏了，本来不想评论的，但是看到第二本的时候实在是忍无可忍，为什么背面都是脏的，而且第二本还像被人看过一样，我买的是新书又不是二手货，差评~~,1
非常难用！很难打开、闭合，材质也很差，看出是国产货啦，稍一用力就断了。今后不用照东西了，还不如夹子,0
质量很差。里面有不少坏的，颗粒总体比较小。,0
与教材同步，专题性强，配套给孩子用，应该会有所收获！,2
买了很厚很厚的一套，两本呢，一般来说看起来还是懂一些的，明白一些的，但是有时候绕弯太多了，非得弄些图图框框的，把简单的问题复杂化了。,2
包装太差，收到时外面的塑料破了，硬质书皮都快掉了，本来是要送人的，这我可怎么送啊,0
入了两瓶，一瓶瓶盖不紧有外漏现象，看样子是酒厂的问题。亚马逊的送货和包装值得称赞。酒还没喝，不知酒的质量如何。,1
纸太薄，水太少，没有皇后那个好用。感觉是假的，天天用也不怎么补水,1
质轻 未粘结的两层 放地上非常不服帖 一阵风吹跑的感觉 而且买到的这个两层大小还不一样 边上鼓起个大包,1
无非是为自己代人理财做广告，好收取佣金罢了，这个痕迹太重了。比前几本书，这本书并没什么出彩的地方,1
第二次买狮王的洗洁精，挺满意，一点点就可以，清洁力很棒。,2
买来三个月就坏了，三星售后服务中心检测说手机本身有问题，是炸弹手机，发票还不能保修。,0
对于新手来讲，还是觉得它注意点不够详细，只能自己去感觉,1
东西小巧，性价比还行，可内存才29.2G，我买的是32G啊！,1
不按照顾客的要求开具纸质发票，事先也不说明。联系也不通畅，无回复。,0
上海发了五天我就不说什么了，买的三角内裤，给我发的四角内裤我也是醉了。而且关键穿了一次就被风吹走了，严重生气。,0
一直在用，吐嘴唇后感觉不油腻，很润，没有香料的味道100%天然的感觉。,2
很小一点 和手链一起买的 反正没有一个是特别满意的 还是不能再这个上面买饰品 没有实物图片对比,0
袜子略显单薄，易掉色，图的就是红啊！速度送达快捷，赞！,2
收到了 很不错看 书中的插图很有感觉,1
黑5的时候下单了，由于扣款失败没有购买成功，亚马逊并没有给我任何通知！还是过了一阵子之后我找不到订单联系客服后查询知道的！再买就贵了将近100块，亚马逊你说你有没有责任通知到我？今天收到货发现好多问题，大家看图吧，懒得说了。鞋带有胶有磨损，鞋内也有胶有磨损，白边上无数小孔，打开包装是个脏鞋！鞋垫拿出来看下面全是小渣渣！退换货很麻烦，自己直接邮寄到英国，亚马逊不管，亚马逊客服和我说会补邮费，可以看评论别人说只是以礼品卡的形式补偿！,0
看见前购买者描述偏小，就购买大一号，结果大了，我感觉尺码同中国鞋的尺寸相同。,2
夏天穿挺好的，不是很厚，颜色也还可以，穿比较透的衣服也不会很明显,2
尺码跟专柜的一样，不过棉质的内裤整体舒适度不如冰丝面料,2
维达的纸是没问题，就是好价越来越难出现了。,2
色彩不错，不闪，看着舒服，就是好像电视不带关机键,1
所选文章大都质量较高；而且讲解比较全面、透澈，对学生应对中考作文有一定的启发性。,2
穿了一次，还没洗过就起球的厉害，不建议购买,0
买的中号，太大了，东西性价比还可以，里面还有一层绒布,1
充电24小时指示灯仍然是绿色的，要求换货。,0
对比这本书的定价来说，图书的纸张确实也不怎么样；从书的内容来看，翻译的只能算是一般般吧，许多难点问题都是直接翻译过来，阐述不清楚，而对应的引文文献却没有附上，而浅显的知识点又写的很冗长，导致书看起来感觉特别厚。,1
不知道真的假的，包带上没有三角的标志，背着还行。,1
这将是我最后一次在亚马孙购书，7号提交订单，19号收到。物流简直就是龟速,0
刚装机后就跑了一趟高速，虽然静音性一般，机油品质感觉还是很好的！,2
版本印刷精致，物流快，准确，价格也实惠。,2
没注意到没有悬臂，再重新买一个要买成套的，卖家有悬臂么卖给我一个吧便宜点！,1
袜子的质量真的很好。穿着特别舒服。样子也非常好看。真的太满意了。,2
没法穿，太大了，身高189cm，体重75kg，太长太大L码,2
衣服质量很好。款式很好看。没有色差。穿起来很合身。很喜欢。,2
详细展示了国外教育利弊，对中国应试教育及培训班也分析得很到位。,2
167的无线路由器比一个44的效果还差本来买了个44的路由器效果太差这次想换个好点的感觉167的因该不会太差呵呵比我那个44的还要垃圾算了这钱留着给你买药吧亚马逊现在直接拉入黑名单了以后不会来这网站了,0
机子虽然是真的 但是也仅仅是真的而已 一堆软件比如手机助手，九九游戏，手机淘宝等等 拿到小米售后 鉴定为问题机 根本刷不了机 直接在售后给换了一台 折腾死了 要求补偿路费,0
光亮度和好轻巧好看，电磁炉煮了一次水没有异味，挺不错的煮水壶,2
总体感觉还行吧，吸力也不算太小，声音倒是不小，可以用毛巾垫一下。,2
可能是时间不够的原因仓促完稿很多明显的翻译错误。强力建议看原书。在此书后面的公允价值比率方面的翻译简直不忍直视。 有几个指出作者句子意思的意思错误，其实根本就是译者英文水平问题，还说疑似作者写错，也是醉了。 但总体还是非常感谢出版社能那么快就出版次书的中文版本。,1
朋友推荐的书，确实不错，只是两岁半的孩子看有点晚了，教会一些简单的好习惯，图画很简单，语言也是，对于两岁半喜欢听长故事的孩子来说有点过于简单，给她读了几遍，自己就能对照图画讲故事了。实际上后来仔细看了这套书，内容很多，很丰富，不是简单的故事和字，蕴含了很多颜色，数字的信息，需要大家自己观察，然后再启发孩子，书最后一页有一些简单的启示部分，感觉还是不错的。,2
用了段时间，感觉没什么用诶……失望失望。,1
虽然收到以后发现是made in china的，但做工还不错，值得这个价钱,2
总体不错，就是有点小味道，稍微散散就好了,2
"以后都不想来亚马逊了 ,,包装烂了,时间还特别不好",1
是一本二手书，书上有很多划痕，粘贴页不牢了，都快掉了，有发黄的痕迹。对你们亚马逊很失望啊，说好的正品了。,1
用着还行，但是太短，一激动就弄破了～设计有问题。,1
特别好，轮子很顺滑。就是箱子被开过了，也不知道是退过的货到了我手里还是什么。颜色也很美。车子给五星，箱子给一星。,1
用了很久才写 总体不错 补水效果可以 使用过程中没有不好的感觉,2
以为是3M的，谁知道还有潜水艇这个品牌？小孩子也不懂说，不知道效果如何,1
用了几次，每次脸都有点扎扎的刺痛感，后面就不用了。,1
提出几点质疑，仅供参考： 1.没有保修卡，之前买过新秀丽的东西都是有有保修卡的; 2.收到货后发现拉杆很松，不像是正品。特意跑了趟商场，确认对比了，果然差别很大 3.把手的塑料很差，随便划下就是很重指甲痕，都是用来摸下有有很严重的痕迹。对比了下商场的正品，果然差异很大 4.到货后，轮子随便在瓷砖上滚两下就是很重的划痕，很怀疑在其他的地面是否经得起考验。 ————— 反正跟我在国内商场看到的箱子差别挺大的，不过看来国内买3100多，亚马逊卖1300多，真真假假，都随它去吧,1
觉得自己现在看还是知识储备不够，做人部分比较适合现在的人看,2
给朋友买的，他很喜欢，不知质量如何，拭目以待,2
加热和出水都很快，基本满意。唯一的问题是太浪费水，1L的水估计1/3用来冲洗了，集水盘一会就满 滤芯需要自购，机器内是不带的。,2
之前申请了一个货到付款，被退回了，可是我还有一个微信付款了的四件货品，为什么也是显示被退回？？请求发货。,0
看网页的介绍买的这本书，实际内容看了后有些差距。,2
题老旧，各部分分部不合理，好多专业知识的题都在技能实践里，每部分都有很多不属于该部分的题，答案有错的。没解析，就三套题有点贵,1
有错字哦。插画呢，显然是影楼装。对于熟悉汉服的我，这样的服装我是无法接受的。搞学术嘛，就要严肃认真，不是有古代的感觉就可以的。其他的么，由于刚开始读，还没有什么严重性问题。,2
纸质有点差，不过好在应付考试那几天，过后也没去用了,2
以图为准，书折了那么大一个角！折痕竟然这么深！！！感觉都快要掉了！！！非常不满意！而且，快递太慢！！！以至于我以为自己写错了地址呢！！！总之，这次买书很不满意！！！,0
东西好简单，质量和手感还可以，给新买的mini4贴心保护,2
此书的精华在于对楞伽宗的历史梳理和对神会禅师的研究,2
"400题并不是2015年的,只是封面是2015 内容是2014年的,两本都是盗版,一个星期前就退了回去,快递也现实已签收，可他们到现在都没把钱退给我，邮件都是自动回复。",0
衣服质量很好，穿着很合身很舒服凉快，无色差，朋友都说很漂亮，我也很喜欢，值得拥有，很满意,2
书和赠品的装帧都实在太差了，从设计上就很差。为了保证图片效果，书用了线装，然后书籍就简单地黏在封面上，第一次翻页封皮就掉了。书的内页残缺，破损。随书附赠的小本直接是浆糊黏起来的，只是翻动就已经快要掉页了而且内页有污迹。 很难想象这是一本对手工艺致敬的书。,0
差劲👎，客服电话为什么不接。轮子除了站台就坏了，能不能换个,0
作为审计的科普读物来说还不错，笔尖之处流露出出了多年的经验。同作为审计人，更期待看到深入、系统的审计经验分享。,2
内容还没读，但是硬封封底满满的划痕……扉页的白色和黑色纸粘在了一起，分开后它们就各自沾染了对方的颜色。强迫症不能忍…………,1
是一种减肥的方法，有执行力的人可以试一试。书中说的卡路里表没找到！,2
差。 购买页面图片是淡蓝色的。结果实际是黑色的。害我买错了。 另外，化纤材料？非常吸灰和小杂质。看起来很脏。布料很硬，穿着不舒服。,0
很一般，夸夸其谈，没有干货。典型的评论员水平。 作者对互联网思维的认知、对专注极致口碑快的理解很肤浅。我更喜欢实战派。,0
性价比很高，做工还可以，厚度够用，很喜欢！,2
这种从心里层面的书，我总是看不下去，无非就是做什么事的时候要专注点吧。没看完，无非评价,1
满意 特别是亚马逊的售后 态度太好了,2
裤子是很薄的布料，裤腿下部有拉链。我164，64kg，m号肥瘦正好，有些长，供大家参考,1
感觉很多单词短语还是比较贴近生活的，但相对比较零散，读后不能留下很深刻的印象,1
内容不错，看了点，竟然有错别字，相当郁闷,2
总体与实物相符，但是玻璃罐制作不精致，店里也就2块钱一个，加个包装就卖100多，,1
内容没得说，但是书籍制作不够精良，长时间看，书籍开胶掉页,1
200规格的美利奴，有点薄，稍稍有点扎，但是习惯了就好。主要问题是袖子超级长，不是一般的长。。。,1
商品做工不好，我不认为这个是真皮的，与七匹狼正品预期的差距极大，不值这个价格。,1
张大妈推送，手欠买了一个。 完全没有中文使用说明，一堆配件看得头大。 收纳功能也有问题，只好另找了个盒子装所有的配件。 甲油本身倒是还好，没有神马异味,1
POS机不能刷卡，以前在亚马逊购物都没有遇到这样的问题，只有这次的购物如此,1
东西质量可以，吐槽一下 刚下单然后取消订单，联系亚马逊客服通知供货商不要发货，照样发货。退货要承担运费，没有七天无理由退货，这就是自营供货商直送，好东西是不怕没销路的，不要这样好不好,1
风格和张嘉佳有点像，可是我更喜欢张嘉佳，可能是因为里面太多理科男的特质，可能更适合男生看,1
虽然联上了家里的wifi，但从没打开过网页,2
质量很差，34元是指版权价值？还是新华书店的品牌价值？,0
要拍其他有送配套资料的，不知道咋回事拍了这家，书还好,2
产品描述是墨西哥制造，可笑的是盒子上印着中国制造，但上面用贴纸贴住，我揭开后才发现，下面被盖住的中国制造，贴纸上又印着墨西哥制造，这是假货么？,0
字体太小，而且部分页面字的颜色和图画的颜色相似，晚上睡觉前灯光稍暗一些就看不清楚。对小朋友和家长来说看起来都有些吃力。,1
外观跟二代相比有退步，刚买来气味有点重，整体质感没达到预期。佩戴对眼睛党不是很友好，戴一个小时耳朵吃不消。音质还好，续航不错。,2
很好，图画丰富，浅显。配上光碟，孩子自己都能阅读。,1
翻译不太好，有些地方看起来很奇怪。 内容一般，看了五分之一，感觉没有自控力指导意义强，感觉像是纯鸡汤。,1
同步太慢了，而且它还会自动同步(没有找到怎么关闭)。同步期间不能删除和移动。,2
如果想找方法，这里不少，但是更适合有一定基础的人群，理论占据大部分，不适合大多数人,1
我59秒杀的，现在卖39，还随便买，太气人了。才两个月不到！,0
奶粉已经收到，无爆罐。但是包装打开后我心惊胆战，包装有点简陋。还没给小孩吃。,2
不知真假，图就是我打开快递后样子，但是比屈臣氏自己的卸妆油好用多了，之前用屈臣氏的脸上有粉刺，这个咩有了，洗完很滑很干净,2
质量还不错，快递两天就到了，但是为什么一张听课卡都没有，😭求解释，求补发,1
高性价比。外形漂亮，蓝牙连接快，音量大，音质好，对于不习惯帶蓝牙耳机人群是一个不错的选择。本人很满意。,2
跑步时听诊器效果太大，很影响效果。另外跑步时容易掉。不运动时感觉音效不错。所以，要运动特别是跑步和话不推荐。,1
护手霜为什么这么脏，明显被挤压了 好像放了很久的样子,1
哇哇，非常不错啊，比牙刷刷牙干净省力，刷头软和，价廉物美！,2
炒熟的芝麻榨出的油混浊不堪，沉淀24小时后，有约5分之一的芝麻浆。想榨出清亮的油基本无望。,1
本担心颜色太深，不错的保温杯哦！颜色无色差,2
本来内容还是挺好滴，就是文中那么多的关键点在kindle的电子版本里面全都没有呈现。真诚希望负责kindle的那些老爷们，能不能认真点审阅一下书籍内容和纸质版的是否一致再发。,0
字体不是很清楚，不像正版的，而且书皮都破了！！,1
我收到的是1800w，铂金电极的吹风机，虽然和描述不一样，不过蛮好用，快干效果不错。,2
包装有点弱，到的时候有缺损了。板子薄 弱。安装提示还有欠缺。,1
差评，盗版到不行，第二册直接没了20多页，然后重复了40多页,0
觉得是为欧洲人设计的，因为鼻子上边明显漏气，那一条海绵应该是为了舒服设计的，但是反而在中国人用来会造成鼻子上漏气的现象,1
以为是现成模型就买了，结果只有几版塑料，还要动手安装，还没有胶水啥的，也没时间整，直接丢束之高阁了。,0
150多买回来不到一个月，现在掉价到108，叫我如何静下来品尝？,0
用了不到2周，已经开始起雾，防雾效果较差,1
有很多编辑上的错误，公式不正确，X1，X2之类的标记错误，等等。这本书容易误导人，小毛病又多到妨碍阅读。,1
无法连接，华为苹果都不可以，电脑也不可以，请问买来做什么用，还过期不能退,0
还没用呢，至少没有像之前评价的——有损坏。,2
风速有自动模式和一二三档，可自动调节至40、50、60三档湿度，可定时，滤网更换、加水简单实用，很好清洗。非常不错，ps买的时候比某猫某狗搞活动都便宜...闷声发大财的亚马逊。,2
"穿了一个月,两边鞋子都开胶.....还能说什么.300块打水漂?",0
通过此书可了解到布什前总统的性格，价值观等。翻译的版本中有些语句易产生歧义。,2
基本都是跳着看完的，只挑那些自己感兴趣的章节。静下心来细读过得地方感觉写的真好，只是让我感兴趣的章节确实有点太少了︶︿︶,1
然而在别的地方吃到同样牌子的芥末口味的，更好吃 亚马逊上就只有盐味的 ...,2
最近才使用 发现当初实在应该退货的 内胆太薄了 煮的饭一般般 粥完全不是粥 感觉就是汤水里泡了饭,0
赤足在读第二遍第三遍的时候感触就越来越多才真正理解作者的本意,2
打开包裹袋就是书，连包装都没有，书都被摔的变形了。,0
每天看电视时踩踩，挺好的，就是踏板的塑料味重了一点,2
蛮喜欢的，希望会对自己有帮助，我就是典型的三分钟热度型的,2
伤心了，买第二天就降价，本来想退了重买，又觉得麻烦。亚马逊应该也有价格保护机制,1
只适合放美元，人民币颜色喜庆用料十足，放不下,1
以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，最重要的是，不用认真的评论了，不用想还差多少字，直接发出就可以了，推荐给大家！！,2
这个用着非常干净，玻璃水垢擦的很干净，水一冲就好了，很省力,2
Kindle版本是扫描版，读起来非常不合适。而且.......表与人教版不符,1
感觉不太好，手柄橡胶都不是一体的的，感觉一点不合适,0
没有色差，质量很好，做工很精细，穿上也挺好看的，合身,2
太坑了，还有两个月就到期！以前还有一个临期清仓的说明，现在学坏了…,1
我一直没有收到货，多次反映到客服，大半个月了，都没有结果，不知什么时候才能解决,1
鞋子没有弹性， 鞋帮啃脚疼。太硬了走路不抱脚。,1
为何买的奶粉日期和图片的不一样，不会是坑人的吧,0
价格合适 也很好用 手感不错 稍微有一点点划纸,2
包质量不错，摸起来很软，是牛皮的，卡位很多，很实用,2
这种固定模式根本就不可以能很紧的固定，不好，真的不好,1
"180,85KG，M能穿，有点大，估计S修身，面料比较厚，颜色略老气",2
热水袋买来没几天，就充不了电了。要求换货后，快递人员送来说我没有购物单就不给换，谁买东西的时候就准备好东西就是坏的一直留着那张购物单 。我现在不要换货，我要求直接退货。我要求亚马逊马上给我答复。,0
这个颜色帮同事买的，产地是越南，她背上非常合适，很漂亮,2
与孝庄相关的内容很少，而且牵强，孝庄的个性、谋略几乎没有表述，失望。,1
颜值高，特价购入，合算。耳机效果符合预期。,2
服务很好退换货简直太方便就是客服联系方式比较隐蔽要百度才知道,2
没舍得入手太贵的仪器，想用这个试个水。 用了5-6次，觉得没什么消炎效果哎，对于红肿的痘子也不能消肿（可能是功率太小，也可能是我使用的次数少了） 原本觉得小小的仪器可以精准定位，现在觉得一个部位两分钟，也是挺浪费时间的，如果瑕疵不多可以考虑，多的话还是大排灯吧 总之不是很喜欢,1
还没有看起，不过书有瑕疵，翻开都角上都破了～,1
大一码，而且货与图片不一致，图片是白色标志，到货是深色标志。,0
为什么在运输的过程不对书籍进行保护，只有薄薄的包装？,0
"本人油皮，有黑头，一直想买luna, 不过价格太高，看亚马逊做活动就买了这款做替代，没想到洗的很干净。满意。",1
